LineId,Time,Component,Content,EventId,EventTemplate,ParameterList
1,2022-10-22T08:14:13.3062785Z,ABB.Ability.IoTEdge.EdgeAgent.Services.CommonDiagnosticCheckService[0],"Diagnostic Check is pass. {""ENABLE_INET_DIAGNOSTIC_CHECK"":""Pass"",""ENABLE_DEVICE_CERT_AVAILABLY_DIAGNOSTIC_CHECK"":""Pass"",""ENABLE_DEVICE_CERT_VALIDITY_DIAGNOSTIC_CHECK"":""Pass"",""ENABLE_DNS_RESOLUTION_DIAGNOSTIC_CHECK"":""Pass""}",f6acc8b0,"Diagnostic Check is pass. {""ENABLE_INET_DIAGNOSTIC_CHECK"" ""Pass"" ""ENABLE_DEVICE_CERT_AVAILABLY_DIAGNOSTIC_CHECK"" ""Pass"" ""ENABLE_DEVICE_CERT_VALIDITY_DIAGNOSTIC_CHECK"" ""Pass"" ""ENABLE_DNS_RESOLUTION_DIAGNOSTIC_CHECK"" ""Pass""}",[]
2,2022-10-22T08:14:13.3067658Z,ABB.Ability.IoTEdge.EdgeAgent.Services.DockerSwarmModuleService[0],Common Diagnostic Check is passed.,73b979dd,Common Diagnostic Check is passed.,[]
3,2022-10-22T08:14:13.4642850Z,ABB.Ability.IoTEdge.EdgeAgent.Services.ApplyPersistConfiguration[0],"Edge Config Model Persist data:BatchEntries=>500 BatchDuration=>1000 BatchTypes=>timeSeries,alarm,event MaxDeviceMessageSize=>256 TelemetrySkipValidation=>False TelemetryCompression=>deflate ContentEncoding=>deflate ConnectivityMode=>connected LogLevel=>info",98905022,Edge Config Model Persist data BatchEntries >500 BatchDuration >1000 BatchTypes >timeSeries alarm event MaxDeviceMessageSize >256 TelemetrySkipValidation >False TelemetryCompression >deflate ContentEncoding >deflate ConnectivityMode >connected LogLevel >info,[]
4,2022-10-22T08:14:13.6062344Z,ABB.Ability.IoTEdge.EdgeAgent.Services.IFileSystemManager[0],Upsert bootstrap-agent : abbiapcpdev.azurecr.io/edge-proxy-enhanced:1.217.2.24891 to file at /var/ability/modules/imagesInUse.json,f251650c,Upsert bootstrap-agent abbiapcpdev.azurecr.io/edge-proxy-enhanced 1.217.2.24891 to file at /var/ability/modules/imagesInUse.json,[]
5,2022-10-22T08:14:13.6193172Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.Provision[0],Pending to create Edge with correlation ID 139510f2-2065-4091-89ff-9d6a2f191d86.,1d99ef5c,Pending to create Edge with correlation ID 139510f2-2065-4091-89ff-9d6a2f191d86.,[]
6,2022-10-22T08:14:14.1612000Z,ABB.Ability.IoTEdge.EdgeAgent.Services.CommonDiagnosticCheckService[0],"Diagnostic Check is pass. {""ENABLE_INET_DIAGNOSTIC_CHECK"":""Pass"",""ENABLE_DEVICE_CERT_AVAILABLY_DIAGNOSTIC_CHECK"":""Pass"",""ENABLE_DEVICE_CERT_VALIDITY_DIAGNOSTIC_CHECK"":""Pass"",""ENABLE_DNS_RESOLUTION_DIAGNOSTIC_CHECK"":""Pass""}",f6acc8b0,"Diagnostic Check is pass. {""ENABLE_INET_DIAGNOSTIC_CHECK"" ""Pass"" ""ENABLE_DEVICE_CERT_AVAILABLY_DIAGNOSTIC_CHECK"" ""Pass"" ""ENABLE_DEVICE_CERT_VALIDITY_DIAGNOSTIC_CHECK"" ""Pass"" ""ENABLE_DNS_RESOLUTION_DIAGNOSTIC_CHECK"" ""Pass""}",[]
7,2022-10-22T08:14:14.1613759Z,ABB.Ability.IoTEdge.EdgeAgent.Services.DockerSwarmModuleService[0],Common Diagnostic Check is passed.,73b979dd,Common Diagnostic Check is passed.,[]
8,2022-10-22T08:14:14.8850071Z,ABB.Ability.IoTEdge.EdgeAgent.Services.CommonDiagnosticCheckService[0],"Diagnostic Check is pass. {""ENABLE_INET_DIAGNOSTIC_CHECK"":""Pass"",""ENABLE_DEVICE_CERT_AVAILABLY_DIAGNOSTIC_CHECK"":""Pass"",""ENABLE_DEVICE_CERT_VALIDITY_DIAGNOSTIC_CHECK"":""Pass"",""ENABLE_DNS_RESOLUTION_DIAGNOSTIC_CHECK"":""Pass""}",f6acc8b0,"Diagnostic Check is pass. {""ENABLE_INET_DIAGNOSTIC_CHECK"" ""Pass"" ""ENABLE_DEVICE_CERT_AVAILABLY_DIAGNOSTIC_CHECK"" ""Pass"" ""ENABLE_DEVICE_CERT_VALIDITY_DIAGNOSTIC_CHECK"" ""Pass"" ""ENABLE_DNS_RESOLUTION_DIAGNOSTIC_CHECK"" ""Pass""}",[]
9,2022-10-22T08:14:14.8851120Z,ABB.Ability.IoTEdge.EdgeAgent.Services.DockerSwarmModuleService[0],Common Diagnostic Check is passed.,73b979dd,Common Diagnostic Check is passed.,[]
10,2022-10-22T08:14:14.8853136Z,ABB.Ability.IoTEdge.Common.Abstractions.Behaviors.KeepProtocolOpen[0],Connection is established.,954da85d,Connection is established.,[]
11,2022-10-22T08:14:14.8934312Z,ABB.Ability.IoTEdge.Common.Abstractions.MqttProtocol[0],Establishing inbound connection with MQTT broker attempt #1,e6d24bb1,Establishing inbound connection with MQTT broker attempt #1,[]
12,2022-10-22T08:14:14.9324166Z,MQTTnet.Client.MqttCustomClient[0],Connected.,97c1b109,Connected.,[]
13,2022-10-22T08:14:14.9811158Z,ABB.Ability.IoTEdge.Common.Abstractions.MqttProtocol[0],Establishing outbound connection with MQTT broker,1022312f,Establishing outbound connection with MQTT broker,[]
14,2022-10-22T08:14:15.0018243Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.FetchEncryptionKey[0],Fetching IM public key,4c70812a,Fetching IM public key,[]
15,2022-10-22T08:14:15.6067206Z,ABB.Ability.IoTEdge.EdgeAgent.Services.CommonDiagnosticCheckService[0],"Diagnostic Check is pass. {""ENABLE_INET_DIAGNOSTIC_CHECK"":""Pass"",""ENABLE_DEVICE_CERT_AVAILABLY_DIAGNOSTIC_CHECK"":""Pass"",""ENABLE_DEVICE_CERT_VALIDITY_DIAGNOSTIC_CHECK"":""Pass"",""ENABLE_DNS_RESOLUTION_DIAGNOSTIC_CHECK"":""Pass""}",f6acc8b0,"Diagnostic Check is pass. {""ENABLE_INET_DIAGNOSTIC_CHECK"" ""Pass"" ""ENABLE_DEVICE_CERT_AVAILABLY_DIAGNOSTIC_CHECK"" ""Pass"" ""ENABLE_DEVICE_CERT_VALIDITY_DIAGNOSTIC_CHECK"" ""Pass"" ""ENABLE_DNS_RESOLUTION_DIAGNOSTIC_CHECK"" ""Pass""}",[]
16,2022-10-22T08:14:15.6067944Z,ABB.Ability.IoTEdge.EdgeAgent.Services.DockerSwarmModuleService[0],Common Diagnostic Check is passed.,73b979dd,Common Diagnostic Check is passed.,[]
17,2022-10-22T08:14:15.6072472Z,ABB.Ability.IoTEdge.Common.Abstractions.Behaviors.KeepProtocolOpen[0],Connection is established.,954da85d,Connection is established.,[]
18,2022-10-22T08:14:15.6160990Z,ABB.Ability.IoTEdge.EdgeAgent.Services.AmqpProtocol[0],Allocating device for ff71118e-391a-4e96-94be-ea85cd68139b.,dfcebab9,Allocating device for ff71118e-391a-4e96-94be-ea85cd68139b.,[]
19,2022-10-22T08:14:42.3717873Z,ABB.Ability.IoTEdge.EdgeAgent.Services.DeviceProvisioningService[0],IoTHub AbiGtwyIthiia07EunBdv.azure-devices.net has been allocated by DPS.,7459b2e9,IoTHub AbiGtwyIthiia07EunBdv.azure-devices.net has been allocated by DPS.,[]
20,2022-10-22T08:14:43.2240917Z,ABB.Ability.IoTEdge.EdgeAgent.Services.AmqpProtocol[0],Connecting to AbiGtwyIthiia07EunBdv.azure-devices.net,21ec5a9f,Connecting to AbiGtwyIthiia07EunBdv.azure-devices.net,[]
21,2022-10-22T08:14:43.2244690Z,ABB.Ability.IoTEdge.EdgeAgent.Services.AmqpProtocol[0],IoTHub connection is established. ff71118e-391a-4e96-94be-ea85cd68139b AbiGtwyIthiia07EunBdv.azure-devices.net,d2f576e5,IoTHub connection is established. ff71118e-391a-4e96-94be-ea85cd68139b AbiGtwyIthiia07EunBdv.azure-devices.net,[]
22,2022-10-22T08:14:44.5069411Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.FetchEncryptionKey[0],Exposing Information Model public key to all modules.,50f6770d,Exposing Information Model public key to all modules.,[]
23,2022-10-22T08:14:44.6551875Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.ReceiveModel[0],Received model abb.ability.device of edge-proxy,3cdc0eb3,Received model <*> of edge-proxy,['abb.ability.device']
24,2022-10-22T08:14:44.9898383Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.Provision[0],Existing Edge instance found. Provision is done.,9888cde4,Existing Edge instance found. Provision is done.,[]
25,2022-10-22T08:14:45.1124621Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.ReceiveModel[0],Received model abb.ability.configuration of edge-proxy,3cdc0eb3,Received model <*> of edge-proxy,['abb.ability.configuration']
26,2022-10-22T08:14:45.4386070Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.Provision[0],Edge instance has been created or updated with config version 3. Provision is done.,e2d1acd9,Edge instance has been created or updated with config version 3. Provision is done.,[]
27,2022-10-22T08:14:45.5042014Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.UpdateDeviceModel[0],Updating Edge's device model to version 7 with correlation ID de232d8e-4449-4e27-8122-d795d7c9319a.,d441c4e8,<*> <*> <*> <*> to version <*> with correlation ID de232d8e-4449-4e27-8122-d795d7c9319a.,"['', '', ""Updating Edge's device model"", '7']"
28,2022-10-22T08:14:45.6161215Z,ABB.Ability.IoTEdge.EdgeAgent.Services.DockerSwarmModuleService[0],"Applying module changes: added = [], removed = [], updated = [ ""edge-broker"", ""edge-proxy"" ].",687233ab,"Applying module changes added [] removed [] updated [ ""edge-broker"" ""edge-proxy"" ].",[]
29,2022-10-22T08:14:45.6171666Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.UpdateSystemModule[0],Updating System Module 'edge-broker'.,8c997508,Updating System Module <*>,['edge-broker']
30,2022-10-22T08:14:45.6175638Z,ABB.Ability.IoTEdge.EdgeAgent.Services.IFileSystemManager[0],Upsert edge-broker : abbiapcpdev.azurecr.io/edge/broker:1.6.12-4@sha256:01e222cbe4eff678bcca58cf8d0d4952565e01c14038fe273c071b30dca83ef2 to file at /var/ability/modules/imagesInUse.json,01d5ed8b,Upsert <*> <*> <*> <*> to file at /var/ability/modules/imagesInUse.json,"['', '', 'edge-broker : abbiapcpdev.azurecr.io/edge/broker:1.6.12-4@sha256:01e222cbe4eff678bcca58cf8d0d4952565e01c14038fe273c071b30dca83ef2']"
31,2022-10-22T08:14:45.6483877Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.UpdateSystemModule[0],Updating System Module 'edge-proxy'.,8c997508,Updating System Module <*>,['edge-proxy']
32,2022-10-22T08:14:45.6484545Z,ABB.Ability.IoTEdge.EdgeAgent.Services.IFileSystemManager[0],Upsert edge-proxy : abbiapcpdev.azurecr.io/edge-agent:0.34.0@sha256:25158307011a8cf0a3f0ac177fbaa73b8ef0275c91af590bd92a7322051b0a64 to file at /var/ability/modules/imagesInUse.json,01d5ed8b,Upsert <*> <*> <*> <*> to file at /var/ability/modules/imagesInUse.json,"['', '', 'edge-proxy : abbiapcpdev.azurecr.io/edge-agent:0.34.0@sha256:25158307011a8cf0a3f0ac177fbaa73b8ef0275c91af590bd92a7322051b0a64']"
33,2022-10-22T08:14:46.6253184Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.ReceiveModel[0],Received model abb.ability.device of edge-proxy,3cdc0eb3,Received model <*> of edge-proxy,['abb.ability.device']
34,2022-10-22T08:14:47.0003402Z,ABB.Ability.IoTEdge.EdgeAgent.Behaviors.UpdateDeviceModel[0],Edge's device model updated to version 8 with correlation ID de232d8e-4449-4e27-8122-d795d7c9319a.,d441c4e8,<*> <*> <*> <*> to version <*> with correlation ID de232d8e-4449-4e27-8122-d795d7c9319a.,"['', '', ""Edge's device model updated"", '8']"
35,2022-10-22T08:15:12.4855898Z,ABB.Ability.IoTEdge.EdgeAgent.Services.ReportingBackgroundService[0],Sending system report.,368e49f2,Sending system report.,[]
36,2022-10-22T08:19:12.2132860Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
37,2022-10-22T08:24:12.2851974Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
38,2022-10-22T08:25:12.5083244Z,ABB.Ability.IoTEdge.EdgeAgent.Services.ReportingBackgroundService[0],Sending system report.,368e49f2,Sending system report.,[]
39,2022-10-22T08:29:12.3763904Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
40,2022-10-22T08:34:12.4537621Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
41,2022-10-22T08:35:12.5283316Z,ABB.Ability.IoTEdge.EdgeAgent.Services.ReportingBackgroundService[0],Sending system report.,368e49f2,Sending system report.,[]
42,2022-10-22T08:39:12.5389568Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
43,2022-10-22T08:44:12.6226194Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
44,2022-10-22T08:45:12.5415175Z,ABB.Ability.IoTEdge.EdgeAgent.Services.ReportingBackgroundService[0],Sending system report.,368e49f2,Sending system report.,[]
45,2022-10-22T08:49:12.7136719Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
46,2022-10-22T08:54:12.8046340Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
47,2022-10-22T08:55:12.5603363Z,ABB.Ability.IoTEdge.EdgeAgent.Services.ReportingBackgroundService[0],Sending system report.,368e49f2,Sending system report.,[]
48,2022-10-22T08:59:12.8799168Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
49,2022-10-22T09:04:12.9710852Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
50,2022-10-22T09:05:12.5705269Z,ABB.Ability.IoTEdge.EdgeAgent.Services.ReportingBackgroundService[0],Sending system report.,368e49f2,Sending system report.,[]
51,2022-10-22T09:09:13.0585911Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
52,2022-10-22T09:14:13.1467387Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
53,2022-10-22T09:15:12.5857501Z,ABB.Ability.IoTEdge.EdgeAgent.Services.ReportingBackgroundService[0],Sending system report.,368e49f2,Sending system report.,[]
54,2022-10-22T09:19:13.2336215Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
55,2022-10-22T09:24:13.3100780Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
56,2022-10-22T09:25:12.5988763Z,ABB.Ability.IoTEdge.EdgeAgent.Services.ReportingBackgroundService[0],Sending system report.,368e49f2,Sending system report.,[]
57,2022-10-22T09:29:13.3920710Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
58,2022-10-22T09:34:13.4727087Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
59,2022-10-22T09:35:12.6061292Z,ABB.Ability.IoTEdge.EdgeAgent.Services.ReportingBackgroundService[0],Sending system report.,368e49f2,Sending system report.,[]
60,2022-10-22T09:39:13.5370866Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
61,2022-10-22T09:44:13.6198421Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
62,2022-10-22T09:45:12.6145146Z,ABB.Ability.IoTEdge.EdgeAgent.Services.ReportingBackgroundService[0],Sending system report.,368e49f2,Sending system report.,[]
63,2022-10-22T09:49:13.6900837Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
64,2022-10-22T09:54:13.7616307Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
65,2022-10-22T09:55:12.6239394Z,ABB.Ability.IoTEdge.EdgeAgent.Services.ReportingBackgroundService[0],Sending system report.,368e49f2,Sending system report.,[]
66,2022-10-22T09:59:13.8407099Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
67,2022-10-22T10:04:13.9139314Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
68,2022-10-22T10:05:12.6322298Z,ABB.Ability.IoTEdge.EdgeAgent.Services.ReportingBackgroundService[0],Sending system report.,368e49f2,Sending system report.,[]
69,2022-10-22T10:09:13.9956507Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
70,2022-10-22T10:14:14.0814962Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
71,2022-10-22T10:15:12.6367181Z,ABB.Ability.IoTEdge.EdgeAgent.Services.ReportingBackgroundService[0],Sending system report.,368e49f2,Sending system report.,[]
72,2022-10-22T10:19:14.1495183Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
73,2022-10-22T10:24:14.2323563Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
74,2022-10-22T10:25:12.6483851Z,ABB.Ability.IoTEdge.EdgeAgent.Services.ReportingBackgroundService[0],Sending system report.,368e49f2,Sending system report.,[]
75,2022-10-22T10:29:14.3190415Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
76,2022-10-22T10:34:14.3938679Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
77,2022-10-22T10:35:12.6556156Z,ABB.Ability.IoTEdge.EdgeAgent.Services.ReportingBackgroundService[0],Sending system report.,368e49f2,Sending system report.,[]
78,2022-10-22T10:39:14.4664471Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
79,2022-10-22T10:44:14.5437105Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
80,2022-10-22T10:45:12.6726214Z,ABB.Ability.IoTEdge.EdgeAgent.Services.ReportingBackgroundService[0],Sending system report.,368e49f2,Sending system report.,[]
81,2022-10-22T10:49:14.6157098Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
82,2022-10-22T10:54:14.6897733Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
83,2022-10-22T10:55:12.6806894Z,ABB.Ability.IoTEdge.EdgeAgent.Services.ReportingBackgroundService[0],Sending system report.,368e49f2,Sending system report.,[]
84,2022-10-22T10:59:14.7707787Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
85,2022-10-22T11:04:14.8409150Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
86,2022-10-22T11:05:12.6884580Z,ABB.Ability.IoTEdge.EdgeAgent.Services.ReportingBackgroundService[0],Sending system report.,368e49f2,Sending system report.,[]
87,2022-10-22T11:09:14.9284876Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
88,2022-10-22T11:14:15.0240112Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
89,2022-10-22T11:15:12.6971175Z,ABB.Ability.IoTEdge.EdgeAgent.Services.ReportingBackgroundService[0],Sending system report.,368e49f2,Sending system report.,[]
90,2022-10-22T11:19:15.1009225Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
91,2022-10-22T11:24:15.1723827Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
92,2022-10-22T11:25:12.7060121Z,ABB.Ability.IoTEdge.EdgeAgent.Services.ReportingBackgroundService[0],Sending system report.,368e49f2,Sending system report.,[]
93,2022-10-22T11:29:15.2611688Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
94,2022-10-22T11:34:15.3430970Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
95,2022-10-22T11:35:12.7134624Z,ABB.Ability.IoTEdge.EdgeAgent.Services.ReportingBackgroundService[0],Sending system report.,368e49f2,Sending system report.,[]
96,2022-10-22T11:39:15.4243312Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
97,2022-10-22T11:44:15.5125689Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
98,2022-10-22T11:45:12.7323366Z,ABB.Ability.IoTEdge.EdgeAgent.Services.ReportingBackgroundService[0],Sending system report.,368e49f2,Sending system report.,[]
99,2022-10-22T11:49:15.5819426Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
100,2022-10-22T11:54:15.6514781Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
101,2022-10-22T11:55:12.7359899Z,ABB.Ability.IoTEdge.EdgeAgent.Services.ReportingBackgroundService[0],Sending system report.,368e49f2,Sending system report.,[]
102,2022-10-22T11:59:15.7295122Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
103,2022-10-22T12:04:15.8116520Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
104,2022-10-22T12:05:12.7407867Z,ABB.Ability.IoTEdge.EdgeAgent.Services.ReportingBackgroundService[0],Sending system report.,368e49f2,Sending system report.,[]
105,2022-10-22T12:09:15.8970600Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
106,2022-10-22T12:14:15.9846950Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
107,2022-10-22T12:15:12.7537334Z,ABB.Ability.IoTEdge.EdgeAgent.Services.ReportingBackgroundService[0],Sending system report.,368e49f2,Sending system report.,[]
108,2022-10-22T12:19:16.0565914Z,ABB.Ability.IoTEdge.EdgeAgent.Services.HealthCheckService[0],Heartbeat requested,f78b4b4e,Heartbeat requested,[]
